frame	ulx	uly	urx	ury	lrx	lry	llx	lly
frame00001.jpg	37.829803466796875	322.5922546386719	202.63319396972656	307.7274475097656	216.66734313964844	516.9908447265625	53.880645751953125	540.1707763671875
frame00002.jpg	37.83900833129883	322.5647888183594	202.63316345214844	307.65966796875	216.6259307861328	516.9645385742188	53.878379821777344	540.1229248046875
frame00003.jpg	37.844276428222656	322.5833740234375	202.61587524414062	307.69512939453125	216.62728881835938	516.9271240234375	53.88076400756836	540.0865478515625
frame00004.jpg	37.87799072265625	322.56146240234375	202.67381286621094	307.67864990234375	216.67678833007812	516.9821166992188	53.93524169921875	540.1384887695312
frame00005.jpg	37.827850341796875	322.5772399902344	202.62677001953125	307.6868591308594	216.62969970703125	517.0067749023438	53.86953353881836	540.1720581054688
frame00006.jpg	37.84894943237305	322.5649719238281	202.6428680419922	307.6835021972656	216.6655731201172	517.0269165039062	53.891136169433594	540.2110595703125
frame00007.jpg	37.84141540527344	322.58203125	202.61447143554688	307.6963806152344	216.66497802734375	516.995361328125	53.88829803466797	540.1726684570312
frame00008.jpg	37.86246871948242	322.572509765625	202.63040161132812	307.68817138671875	216.66102600097656	516.9275512695312	53.93011474609375	540.0794067382812
frame00009.jpg	37.85483932495117	322.5653381347656	202.62442016601562	307.67254638671875	216.67352294921875	516.9628295898438	53.906036376953125	540.1235961914062
frame00010.jpg	37.8453483581543	322.54217529296875	202.61679077148438	307.6763610839844	216.66531372070312	516.9392700195312	53.907249450683594	540.1026000976562
frame00011.jpg	37.85004425048828	322.56842041015625	202.63424682617188	307.6759033203125	216.67738342285156	517.015380859375	53.90217208862305	540.195068359375
frame00012.jpg	37.8641357421875	322.5456237792969	202.63958740234375	307.6581726074219	216.6748504638672	516.9953002929688	53.90365219116211	540.17041015625
frame00013.jpg	37.845611572265625	322.61663818359375	202.62322998046875	307.7110900878906	216.67063903808594	517.0281372070312	53.89599609375	540.2060546875
frame00014.jpg	37.818504333496094	322.5751647949219	202.61593627929688	307.6908874511719	216.64540100097656	516.995849609375	53.87034606933594	540.1885375976562
frame00015.jpg	37.84031677246094	322.5406188964844	202.62127685546875	307.65045166015625	216.6707000732422	516.9581909179688	53.90105438232422	540.120849609375
