frame	ulx	uly	urx	ury	lrx	lry	llx	lly
frame00001.jpg	314.61212158203125	310.5210876464844	451.40966796875	305.53802490234375	457.3459167480469	494.0240478515625	325.66717529296875	502.02105712890625
frame00002.jpg	314.57568359375	310.54559326171875	451.41107177734375	305.55743408203125	457.362548828125	494.10211181640625	325.64703369140625	502.1397705078125
frame00003.jpg	314.57666015625	310.5434875488281	451.38006591796875	305.5488586425781	457.3240661621094	494.09088134765625	325.6341247558594	502.121826171875
frame00004.jpg	314.57861328125	310.55029296875	451.4093017578125	305.5623779296875	457.3525085449219	494.109619140625	325.64703369140625	502.18035888671875
frame00005.jpg	314.60205078125	310.53271484375	451.4165344238281	305.5801086425781	457.35321044921875	494.1053466796875	325.6560363769531	502.14630126953125
frame00006.jpg	314.5963134765625	310.5226745605469	451.42950439453125	305.5435485839844	457.3777770996094	494.0834045410156	325.69268798828125	502.1515197753906
frame00007.jpg	314.599853515625	310.52606201171875	451.4234619140625	305.5722961425781	457.40777587890625	494.1469421386719	325.6955261230469	502.2138977050781
frame00008.jpg	314.6428527832031	310.55828857421875	451.4444274902344	305.531494140625	457.41680908203125	494.1070556640625	325.7252502441406	502.1492919921875
frame00009.jpg	314.57177734375	310.5458679199219	451.3802490234375	305.56500244140625	457.3685302734375	494.11090087890625	325.6612243652344	502.1859130859375
frame00010.jpg	314.59539794921875	310.587890625	451.40081787109375	305.5424499511719	457.36212158203125	494.0995178222656	325.6786804199219	502.1358947753906
frame00011.jpg	314.5758056640625	310.54736328125	451.3807373046875	305.55438232421875	457.3050537109375	494.0862121582031	325.62945556640625	502.17596435546875
frame00012.jpg	314.5835266113281	310.5223693847656	451.3721923828125	305.5640563964844	457.3255920410156	494.1091003417969	325.6483154296875	502.1725158691406
frame00013.jpg	314.5940246582031	310.567138671875	451.4032287597656	305.5535583496094	457.34844970703125	494.1275634765625	325.6618957519531	502.19207763671875
frame00014.jpg	314.6349792480469	310.5542907714844	451.4279479980469	305.5350646972656	457.378662109375	494.1036682128906	325.7271423339844	502.0977478027344
frame00015.jpg	314.57586669921875	310.5690002441406	451.3586120605469	305.5982360839844	457.32373046875	494.1279296875	325.6036376953125	502.1872863769531
frame00016.jpg	314.5927429199219	310.5362854003906	451.3628845214844	305.6300964355469	457.2979431152344	494.0994567871094	325.6220703125	502.1213073730469
frame00017.jpg	314.5815734863281	310.5556640625	451.3435363769531	305.5953063964844	457.2987060546875	494.0411682128906	325.61712646484375	502.0874938964844
frame00018.jpg	314.5747375488281	310.54742431640625	451.3299865722656	305.5872802734375	457.2722473144531	494.0946960449219	325.5711669921875	502.1859130859375
frame00019.jpg	314.58392333984375	310.5625305175781	451.3738708496094	305.58587646484375	457.30682373046875	494.0895080566406	325.65765380859375	502.1161193847656
frame00020.jpg	314.5848083496094	310.5523681640625	451.41259765625	305.59051513671875	457.3636169433594	494.1090393066406	325.67620849609375	502.14898681640625
frame00021.jpg	314.59808349609375	310.5635681152344	451.373291015625	305.569091796875	457.2997131347656	494.0967712402344	325.6373291015625	502.14892578125
frame00022.jpg	314.5530090332031	310.5462341308594	451.3382873535156	305.5458679199219	457.2770690917969	494.0645751953125	325.60693359375	502.1568298339844
frame00023.jpg	314.59136962890625	310.5329284667969	451.3912353515625	305.5510559082031	457.3358459472656	494.09588623046875	325.6650085449219	502.1572570800781
frame00024.jpg	314.62164306640625	310.5766906738281	451.36090087890625	305.53424072265625	457.2837219238281	494.1082763671875	325.62957763671875	502.16876220703125
frame00025.jpg	314.6603698730469	310.5905456542969	451.3377685546875	305.5357666015625	457.2998046875	494.11920166015625	325.6468200683594	502.1611633300781
frame00026.jpg	314.60308837890625	310.5628356933594	451.357666015625	305.56146240234375	457.33831787109375	494.0859375	325.6941833496094	502.1617431640625
frame00027.jpg	314.6048583984375	310.5439453125	451.353271484375	305.5528869628906	457.33514404296875	494.10003662109375	325.6453552246094	502.15399169921875
frame00028.jpg	314.554443359375	310.4848937988281	451.3138732910156	305.5472412109375	457.3065185546875	494.0955505371094	325.63287353515625	502.17706298828125
frame00029.jpg	314.6339416503906	310.5776672363281	451.4010009765625	305.509521484375	457.389404296875	494.1666259765625	325.6903991699219	502.2085876464844
frame00030.jpg	314.6407470703125	310.5451354980469	451.3669128417969	305.5193176269531	457.33929443359375	494.0821533203125	325.66937255859375	502.0915832519531
frame00031.jpg	314.65692138671875	310.47857666015625	451.3871154785156	305.4929504394531	457.368896484375	494.1536560058594	325.6568298339844	502.197998046875
frame00032.jpg	314.64617919921875	310.4637145996094	451.3491516113281	305.4287109375	457.33123779296875	494.09716796875	325.6524658203125	502.15802001953125
frame00033.jpg	314.72161865234375	310.45721435546875	451.4152526855469	305.34832763671875	457.37652587890625	494.1286315917969	325.6669616699219	502.1314392089844
frame00034.jpg	314.7416687011719	310.483642578125	451.4283142089844	305.3916320800781	457.4118957519531	494.1380615234375	325.7107849121094	502.15069580078125
frame00035.jpg	314.7072448730469	310.47412109375	451.38311767578125	305.4689636230469	457.3963623046875	494.1698303222656	325.6929931640625	502.1507873535156
frame00036.jpg	314.6429748535156	310.44873046875	451.30419921875	305.51495361328125	457.2909240722656	494.10302734375	325.59942626953125	502.1540222167969
frame00037.jpg	314.6868591308594	310.4892578125	451.3797302246094	305.51507568359375	457.38671875	494.11810302734375	325.7055358886719	502.13922119140625
frame00038.jpg	314.6779479980469	310.52557373046875	451.33013916015625	305.4533386230469	457.3097229003906	494.0928955078125	325.65618896484375	502.155517578125
frame00039.jpg	314.7104797363281	310.491455078125	451.3876037597656	305.3750305175781	457.3680419921875	494.1227722167969	325.68450927734375	502.20379638671875
frame00040.jpg	314.64581298828125	310.4559326171875	451.33062744140625	305.34417724609375	457.2927551269531	494.0382995605469	325.64569091796875	502.1548156738281
frame00041.jpg	314.7159423828125	310.4457702636719	451.3848876953125	305.2798156738281	457.3275146484375	494.04913330078125	325.6692810058594	502.17041015625
frame00042.jpg	314.7322998046875	310.4524230957031	451.3883056640625	305.1474914550781	457.3439025878906	494.0290222167969	325.7043151855469	502.17852783203125
frame00043.jpg	314.673583984375	310.44427490234375	451.2763977050781	305.2287292480469	457.2135925292969	493.98541259765625	325.62469482421875	502.2312927246094
frame00044.jpg	314.71783447265625	310.4137878417969	451.3404846191406	305.1665344238281	457.28045654296875	494.0219421386719	325.6775207519531	502.2052307128906
frame00045.jpg	314.76556396484375	310.4529113769531	451.3733825683594	305.0764465332031	457.3469543457031	494.03192138671875	325.7549743652344	502.1792907714844
frame00046.jpg	314.7293395996094	310.4742431640625	451.2993469238281	305.1736145019531	457.3016662597656	494.0456848144531	325.6993408203125	502.2185363769531
frame00047.jpg	314.7421569824219	310.4366455078125	451.3092041015625	305.180419921875	457.3077087402344	494.0028991699219	325.7149658203125	502.180419921875
frame00048.jpg	314.7156066894531	310.4333190917969	451.3074951171875	305.1562194824219	457.29132080078125	494.05389404296875	325.65155029296875	502.23272705078125
frame00049.jpg	314.73577880859375	310.415283203125	451.3448791503906	305.1881103515625	457.35040283203125	494.01739501953125	325.75439453125	502.1622314453125
frame00050.jpg	314.73052978515625	310.3571472167969	451.3117370605469	305.1667785644531	457.2879638671875	493.967041015625	325.7272644042969	502.1932067871094
frame00051.jpg	314.7494201660156	310.3389892578125	451.337158203125	305.13360595703125	457.3184814453125	494.02886962890625	325.75115966796875	502.2210388183594
frame00052.jpg	314.73052978515625	310.3389587402344	451.28363037109375	305.1783752441406	457.258544921875	494.0567626953125	325.69171142578125	502.21185302734375
frame00053.jpg	314.76214599609375	310.32281494140625	451.2916564941406	305.1336669921875	457.2835388183594	494.06182861328125	325.6660461425781	502.2755432128906
frame00054.jpg	314.75811767578125	310.34661865234375	451.29327392578125	305.1573181152344	457.31353759765625	494.02783203125	325.76092529296875	502.1921081542969
frame00055.jpg	314.7712097167969	310.387451171875	451.3170166015625	305.1433410644531	457.3387756347656	494.0161437988281	325.7408752441406	502.171142578125
frame00056.jpg	314.7565612792969	310.4573974609375	451.2880859375	305.19146728515625	457.2948913574219	494.0162658691406	325.6974792480469	502.2420654296875
frame00057.jpg	314.7585754394531	310.4759216308594	451.2750549316406	305.208984375	457.2435302734375	493.9725036621094	325.6622009277344	502.1819763183594
frame00058.jpg	314.83966064453125	310.48394775390625	451.3368225097656	305.178955078125	457.36822509765625	494.0330810546875	325.7804870605469	502.2026672363281
frame00059.jpg	314.79571533203125	310.39752197265625	451.2894592285156	305.2105407714844	457.3104248046875	494.0495300292969	325.71612548828125	502.2386169433594
frame00060.jpg	314.7602233886719	310.41107177734375	451.2652282714844	305.09112548828125	457.2575988769531	493.9781494140625	325.72393798828125	502.1327819824219
frame00061.jpg	314.7958679199219	310.3818054199219	451.29986572265625	305.07672119140625	457.3583068847656	494.0289001464844	325.8243408203125	502.1708984375
frame00062.jpg	314.7986145019531	310.39569091796875	451.29998779296875	304.9993896484375	457.2946472167969	494.04345703125	325.7520751953125	502.2457275390625
frame00063.jpg	314.7691650390625	310.3812255859375	451.2943115234375	304.999755859375	457.2791442871094	493.96820068359375	325.7499694824219	502.21466064453125
frame00064.jpg	314.8343811035156	310.40643310546875	451.3089294433594	304.96307373046875	457.2940368652344	494.0167541503906	325.7718505859375	502.1640625
frame00065.jpg	314.7608642578125	310.32568359375	451.31829833984375	304.8972473144531	457.338134765625	494.04388427734375	325.7999267578125	502.2757873535156
frame00066.jpg	314.8241882324219	310.3321533203125	451.314453125	304.8353576660156	457.3152160644531	494.0450134277344	325.7695617675781	502.2301940917969
frame00067.jpg	314.8455505371094	310.298828125	451.2822265625	304.82940673828125	457.3255920410156	493.9442138671875	325.76495361328125	502.2010192871094
frame00068.jpg	314.88018798828125	310.28436279296875	451.2852783203125	304.7673645019531	457.36627197265625	493.9953918457031	325.7320556640625	502.2816467285156
frame00069.jpg	314.9064025878906	310.2027587890625	451.2814636230469	304.6717529296875	457.31292724609375	494.0112609863281	325.75494384765625	502.30010986328125
frame00070.jpg	314.89276123046875	310.09271240234375	451.2877502441406	304.625732421875	457.2939453125	493.9490966796875	325.736083984375	502.3248596191406
frame00071.jpg	314.90283203125	309.9981689453125	451.283447265625	304.5971374511719	457.22808837890625	493.9210205078125	325.72998046875	502.2591247558594
frame00072.jpg	315.02996826171875	309.90960693359375	451.3167724609375	304.4852294921875	457.32269287109375	493.9415283203125	325.7922058105469	502.25201416015625
frame00073.jpg	315.07733154296875	309.837158203125	451.30963134765625	304.47296142578125	457.28082275390625	493.9143371582031	325.79644775390625	502.1929626464844
frame00074.jpg	315.0718078613281	309.5845947265625	451.3297119140625	304.3377685546875	457.3088684082031	493.9297180175781	325.8292236328125	502.2165222167969
frame00075.jpg	315.1219482421875	309.55706787109375	451.31268310546875	304.3822937011719	457.3254699707031	493.9931945800781	325.7882080078125	502.22711181640625
frame00076.jpg	315.17401123046875	309.46697998046875	451.3110046386719	304.3541259765625	457.3097839355469	493.91656494140625	325.8064270019531	502.03985595703125
frame00077.jpg	315.1478271484375	309.3521423339844	451.2483215332031	304.3735046386719	457.2397766113281	493.92828369140625	325.7035217285156	502.0128173828125
frame00078.jpg	315.3015441894531	309.253662109375	451.33074951171875	304.2843322753906	457.3332824707031	493.88665771484375	325.7085266113281	502.0045166015625
frame00079.jpg	315.4495849609375	309.0865783691406	451.30303955078125	304.2001037597656	457.3433837890625	493.91302490234375	325.6187438964844	501.9544677734375
frame00080.jpg	315.5841064453125	308.9174499511719	451.350341796875	304.15435791015625	457.39422607421875	493.8680725097656	325.5937194824219	501.8918762207031
frame00081.jpg	315.78656005859375	308.8295593261719	451.3040466308594	304.1979675292969	457.42694091796875	493.88751220703125	325.53857421875	501.7684326171875
frame00082.jpg	316.1243896484375	308.82177734375	451.38897705078125	304.1136169433594	457.4858703613281	493.9017639160156	325.6586608886719	501.73736572265625
frame00083.jpg	316.47601318359375	308.8040466308594	451.4291687011719	304.0541687011719	457.45965576171875	493.98944091796875	325.6221618652344	501.64678955078125
frame00084.jpg	316.7371826171875	308.7013854980469	451.4719543457031	304.09429931640625	457.3203430175781	493.80419921875	325.5972900390625	501.4512023925781
frame00085.jpg	317.0582580566406	308.6316223144531	451.5772399902344	304.0343017578125	457.4080810546875	493.86639404296875	325.6878967285156	501.4477844238281
frame00086.jpg	316.9812316894531	308.4887390136719	451.50732421875	304.029541015625	457.3012390136719	493.8435363769531	325.6317138671875	501.3673095703125
frame00087.jpg	317.0422668457031	308.2724914550781	451.438720703125	303.9432067871094	457.1702880859375	493.8066101074219	325.60137939453125	501.22332763671875
frame00088.jpg	317.0254821777344	307.99652099609375	451.3477783203125	303.8716735839844	457.12713623046875	493.825927734375	325.57012939453125	501.101318359375
frame00089.jpg	317.1557922363281	307.9471435546875	451.26715087890625	303.91412353515625	456.9995422363281	493.7732238769531	325.4986267089844	500.8934631347656
frame00090.jpg	317.0421447753906	307.6579284667969	451.20263671875	303.78326416015625	456.9427490234375	493.7212219238281	325.48663330078125	500.6950988769531
frame00091.jpg	316.7135314941406	307.0321044921875	451.0390625	303.7857360839844	456.682861328125	493.7580871582031	325.1783142089844	500.7398986816406
frame00092.jpg	316.5776672363281	306.5724182128906	450.90179443359375	303.687255859375	456.4963684082031	493.6798095703125	324.9768981933594	500.5124816894531
frame00093.jpg	316.6373291015625	306.35516357421875	450.845703125	303.5119323730469	456.2673034667969	493.7822265625	324.6876220703125	500.42431640625
frame00094.jpg	316.6388854980469	306.1902770996094	450.6717529296875	303.4422302246094	456.0288391113281	493.81298828125	324.4104309082031	500.3849792480469
frame00095.jpg	316.67669677734375	306.1434631347656	450.4574890136719	303.24365234375	455.58062744140625	493.8539733886719	324.05206298828125	500.2572021484375
frame00096.jpg	316.8808898925781	306.12603759765625	450.2138671875	303.0679016113281	455.2986755371094	493.7099304199219	323.9259338378906	500.0912780761719
frame00097.jpg	316.8265380859375	306.0287170410156	450.0472106933594	303.0197448730469	455.0298767089844	493.6949157714844	323.5955505371094	500.0373229980469
frame00098.jpg	316.8898010253906	306.0491943359375	449.80450439453125	302.9772033691406	455.05029296875	493.5986328125	323.58837890625	499.9886474609375
frame00099.jpg	316.8423767089844	305.9881591796875	449.59063720703125	302.8289794921875	455.04541015625	493.4999694824219	323.5383605957031	499.8389587402344
frame00100.jpg	316.7273864746094	305.9120788574219	449.326171875	302.68963623046875	455.0110778808594	493.3940734863281	323.4278259277344	499.7853698730469
frame00101.jpg	316.7733154296875	305.9836120605469	449.027099609375	302.6539611816406	454.9792175292969	493.2386474609375	323.31658935546875	499.5387878417969
