frame	ulx	uly	urx	ury	lrx	lry	llx	lly
frame00001.jpg	314.6029357910156	310.6883544921875	451.43133544921875	305.539794921875	457.5250244140625	494.1685485839844	325.61407470703125	502.1500244140625
frame00002.jpg	314.59814453125	310.6810607910156	451.43609619140625	305.5306091308594	457.5228271484375	494.168701171875	325.61712646484375	502.149658203125
frame00003.jpg	314.599365234375	310.68212890625	451.4365539550781	305.5290222167969	457.52099609375	494.16845703125	325.6178283691406	502.1492919921875
frame00004.jpg	314.5987854003906	310.68072509765625	451.4394226074219	305.5258483886719	457.5203857421875	494.1676025390625	325.6186828613281	502.1483154296875
frame00005.jpg	314.6011962890625	310.6815185546875	451.44061279296875	305.5250244140625	457.5185852050781	494.1681823730469	325.61737060546875	502.149658203125
frame00006.jpg	314.5974426269531	310.681884765625	451.44415283203125	305.5191345214844	457.5198974609375	494.1664733886719	325.6178283691406	502.1477966308594
frame00007.jpg	314.59259033203125	310.675537109375	451.4429016113281	305.5227966308594	457.5187683105469	494.1644592285156	325.6161804199219	502.14959716796875
frame00008.jpg	314.5901184082031	310.6737976074219	451.4431457519531	305.5231018066406	457.5187683105469	494.16302490234375	325.6148376464844	502.1504821777344
frame00009.jpg	314.58953857421875	310.6713562011719	451.4409484863281	305.5274658203125	457.51751708984375	494.1611022949219	325.6120300292969	502.15380859375
frame00010.jpg	314.5908203125	310.6744079589844	451.43951416015625	305.5301818847656	457.51849365234375	494.16131591796875	325.61126708984375	502.1536560058594
frame00011.jpg	314.5945129394531	310.6779479980469	451.4346923828125	305.53192138671875	457.51971435546875	494.1617736816406	325.61138916015625	502.1558837890625
frame00012.jpg	314.5931091308594	310.6764831542969	451.4339599609375	305.5312194824219	457.51861572265625	494.1598205566406	325.61236572265625	502.1563720703125
frame00013.jpg	314.5904235839844	310.6690979003906	451.42608642578125	305.5426025390625	457.5170593261719	494.15966796875	325.6092529296875	502.1592712402344
frame00014.jpg	314.5908508300781	310.6735534667969	451.4189147949219	305.5650329589844	457.517578125	494.1612548828125	325.604248046875	502.1635437011719
frame00015.jpg	314.59136962890625	310.6792297363281	451.41168212890625	305.5863342285156	457.51910400390625	494.1619873046875	325.5994567871094	502.166259765625
frame00016.jpg	314.5896911621094	310.6793518066406	451.4121398925781	305.584716796875	457.5198974609375	494.1636047363281	325.60064697265625	502.1686096191406
frame00017.jpg	314.5963439941406	310.6918640136719	451.4093322753906	305.5952453613281	457.52215576171875	494.166259765625	325.596435546875	502.17034912109375
frame00018.jpg	314.58929443359375	310.6810302734375	451.41595458984375	305.5782775878906	457.52020263671875	494.16375732421875	325.6037292480469	502.1663818359375
frame00019.jpg	314.58624267578125	310.6756286621094	451.4267883300781	305.5597839355469	457.5181884765625	494.1632385253906	325.60736083984375	502.1617431640625
frame00020.jpg	314.5867614746094	310.67657470703125	451.4324645996094	305.5489196777344	457.51776123046875	494.1646728515625	325.6087951660156	502.1594543457031
frame00021.jpg	314.5768737792969	310.6614990234375	451.4403381347656	305.5328674316406	457.51513671875	494.1622619628906	325.6100769042969	502.1582336425781
frame00022.jpg	314.58380126953125	310.6671142578125	451.4396667480469	305.5218811035156	457.51654052734375	494.16217041015625	325.6121520996094	502.1610107421875
frame00023.jpg	314.58526611328125	310.6671142578125	451.4389953613281	305.51361083984375	457.516845703125	494.161376953125	325.614013671875	502.1618347167969
frame00024.jpg	314.59381103515625	310.67462158203125	451.43731689453125	305.50421142578125	457.5189514160156	494.16400146484375	325.6167297363281	502.1630859375
frame00025.jpg	314.6068115234375	310.6814270019531	451.4346008300781	305.49371337890625	457.5177307128906	494.166259765625	325.621337890625	502.1617736816406
frame00026.jpg	314.5928039550781	310.6713562011719	451.43701171875	305.494873046875	457.51629638671875	494.1606140136719	325.6160888671875	502.1631774902344
frame00027.jpg	314.5928649902344	310.6697692871094	451.43756103515625	305.49420166015625	457.515625	494.1597595214844	325.6159973144531	502.1617126464844
frame00028.jpg	314.5904541015625	310.664794921875	451.4381408691406	305.4935302734375	457.5142822265625	494.1585998535156	325.6160888671875	502.1615905761719
frame00029.jpg	314.5941162109375	310.6649169921875	451.4349060058594	305.4991149902344	457.5135192871094	494.1607360839844	325.61376953125	502.1611328125
frame00030.jpg	314.6099853515625	310.64202880859375	451.432861328125	305.4747009277344	457.5284423828125	494.1540832519531	325.60919189453125	502.1358642578125
frame00031.jpg	314.6473693847656	310.6285095214844	451.4258728027344	305.4321594238281	457.5314636230469	494.1598205566406	325.61334228515625	502.13592529296875
frame00032.jpg	314.6722412109375	310.60479736328125	451.41790771484375	305.40911865234375	457.5442199707031	494.1616516113281	325.602783203125	502.12548828125
frame00033.jpg	314.71856689453125	310.59197998046875	451.4046630859375	305.3858642578125	457.5580139160156	494.1723327636719	325.5940246582031	502.12158203125
frame00034.jpg	314.69482421875	310.59368896484375	451.40863037109375	305.39935302734375	457.54803466796875	494.1640319824219	325.5950012207031	502.1304016113281
frame00035.jpg	314.6778564453125	310.59259033203125	451.41229248046875	305.4120178222656	457.5411682128906	494.16339111328125	325.59552001953125	502.13299560546875
frame00036.jpg	314.6688232421875	310.6158142089844	451.41497802734375	305.4217224121094	457.5368347167969	494.1582946777344	325.60125732421875	502.1348571777344
frame00037.jpg	314.6609191894531	310.6380310058594	451.4183654785156	305.4284973144531	457.53179931640625	494.1577453613281	325.61383056640625	502.1379089355469
frame00038.jpg	314.65924072265625	310.6162414550781	451.4127197265625	305.3962097167969	457.52191162109375	494.1191101074219	325.6049499511719	502.1420593261719
frame00039.jpg	314.6724548339844	310.6081848144531	451.39984130859375	305.36993408203125	457.5166320800781	494.0941467285156	325.5989685058594	502.1526794433594
