frame	ulx	uly	urx	ury	lrx	lry	llx	lly
frame00001.jpg	302.5647888183594	307.544189453125	415.4119873046875	307.5999450683594	422.33563232421875	464.98199462890625	309.7383117675781	465.16949462890625
frame00002.jpg	302.56463623046875	307.54376220703125	415.41558837890625	307.60003662109375	422.33538818359375	464.98272705078125	309.7381896972656	465.168701171875
frame00003.jpg	302.56689453125	307.54827880859375	415.4146728515625	307.598388671875	422.3363952636719	464.9836120605469	309.7386169433594	465.16766357421875
frame00004.jpg	302.5670471191406	307.5481872558594	415.4141845703125	307.59820556640625	422.336669921875	464.9837646484375	309.7387390136719	465.1679992675781
frame00005.jpg	302.5677185058594	307.5497741699219	415.4136657714844	307.6009521484375	422.3381042480469	464.9853820800781	309.7369079589844	465.16876220703125
frame00006.jpg	302.5671691894531	307.5488586425781	415.4164733886719	307.59735107421875	422.3380126953125	464.9848327636719	309.73834228515625	465.1674499511719
frame00007.jpg	302.5667419433594	307.5481262207031	415.4166564941406	307.59759521484375	422.33905029296875	464.9848937988281	309.7388610839844	465.1667785644531
frame00008.jpg	302.56536865234375	307.5458984375	415.41748046875	307.5965881347656	422.3376770019531	464.98419189453125	309.7395935058594	465.1663818359375
frame00009.jpg	302.5659484863281	307.54730224609375	415.416015625	307.5964050292969	422.33758544921875	464.98529052734375	309.7366943359375	465.1672058105469
frame00010.jpg	302.5669250488281	307.5447082519531	415.4173889160156	307.5970458984375	422.3366394042969	464.9833984375	309.739990234375	465.1657409667969
frame00011.jpg	302.566650390625	307.5443420410156	415.4173278808594	307.59698486328125	422.33624267578125	464.9827575683594	309.73944091796875	465.1670227050781
frame00012.jpg	302.5661926269531	307.5442199707031	415.41796875	307.5971984863281	422.3356628417969	464.9825439453125	309.73956298828125	465.1656494140625
frame00013.jpg	302.56646728515625	307.5448303222656	415.4164733886719	307.59906005859375	422.3370056152344	464.9834289550781	309.7379455566406	465.1681823730469
frame00014.jpg	302.5643310546875	307.54150390625	415.4178466796875	307.6009216308594	422.33575439453125	464.9835205078125	309.7362060546875	465.1673583984375
frame00015.jpg	302.5638427734375	307.5412292480469	415.4166259765625	307.60150146484375	422.33453369140625	464.98223876953125	309.735595703125	465.1679992675781
frame00016.jpg	302.5638427734375	307.541015625	415.41705322265625	307.60101318359375	422.33380126953125	464.9815979003906	309.73602294921875	465.16778564453125
frame00017.jpg	302.56414794921875	307.5415344238281	415.4167175292969	307.60076904296875	422.3331298828125	464.98236083984375	309.73577880859375	465.168701171875
frame00018.jpg	302.5643005371094	307.5443420410156	415.4172058105469	307.6011047363281	422.33404541015625	464.98089599609375	309.7358093261719	465.16766357421875
frame00019.jpg	302.563232421875	307.5443420410156	415.41705322265625	307.6009216308594	422.33477783203125	464.9817810058594	309.7352294921875	465.16778564453125
frame00020.jpg	302.56390380859375	307.5451965332031	415.4169921875	307.60260009765625	422.33575439453125	464.98260498046875	309.7347412109375	465.1672058105469
frame00021.jpg	302.563232421875	307.5442199707031	415.4161376953125	307.6024475097656	422.334716796875	464.9819030761719	309.7336730957031	465.1686096191406
frame00022.jpg	302.56439208984375	307.5459899902344	415.4168701171875	307.598876953125	422.3345642089844	464.9836120605469	309.73541259765625	465.1672058105469
frame00023.jpg	302.56414794921875	307.54522705078125	415.4161071777344	307.59991455078125	422.3344421386719	464.9828186035156	309.7348327636719	465.1684875488281
frame00024.jpg	302.5641784667969	307.545166015625	415.4161376953125	307.5997314453125	422.33428955078125	464.9828796386719	309.73577880859375	465.16796875
frame00025.jpg	302.56390380859375	307.54278564453125	415.4142761230469	307.6014099121094	422.3324279785156	464.98211669921875	309.73443603515625	465.1702880859375
frame00026.jpg	302.5607604980469	307.54034423828125	415.4147644042969	307.6020812988281	422.33123779296875	464.98016357421875	309.7331848144531	465.1697998046875
frame00027.jpg	302.5617980957031	307.54205322265625	415.4143371582031	307.60052490234375	422.3321838378906	464.9812316894531	309.7338562011719	465.17041015625
frame00028.jpg	302.5615234375	307.5417785644531	415.4140625	307.6005554199219	422.3319396972656	464.9805603027344	309.7338562011719	465.17022705078125
frame00029.jpg	302.5609130859375	307.5418395996094	415.4134216308594	307.6009826660156	422.33148193359375	464.9794616699219	309.7332458496094	465.1708679199219
frame00030.jpg	302.56048583984375	307.54034423828125	415.4139099121094	307.6022644042969	422.3317565917969	464.979736328125	309.732421875	465.1709289550781
frame00031.jpg	302.56036376953125	307.540771484375	415.4134216308594	307.60260009765625	422.331298828125	464.9796142578125	309.7322082519531	465.1713562011719
frame00032.jpg	302.5605163574219	307.5400085449219	415.4139099121094	307.60369873046875	422.3315124511719	464.97894287109375	309.7323913574219	465.17144775390625
frame00033.jpg	302.5615234375	307.54052734375	415.4141845703125	307.6033935546875	422.33123779296875	464.97845458984375	309.7336730957031	465.1713562011719
frame00034.jpg	302.5626525878906	307.542724609375	415.4128112792969	307.60284423828125	422.33251953125	464.9801025390625	309.7339172363281	465.1715087890625
frame00035.jpg	302.5628662109375	307.54278564453125	415.4129943847656	307.60205078125	422.33233642578125	464.9801025390625	309.73419189453125	465.1716613769531
frame00036.jpg	302.5633239746094	307.54296875	415.41326904296875	307.6010437011719	422.33184814453125	464.98004150390625	309.7342834472656	465.1713562011719
frame00037.jpg	302.5643005371094	307.5453186035156	415.4128112792969	307.6006774902344	422.3326110839844	464.98101806640625	309.73492431640625	465.17132568359375
frame00038.jpg	302.56353759765625	307.5443420410156	415.4127502441406	307.5999450683594	422.3324279785156	464.98052978515625	309.73492431640625	465.1707763671875
frame00039.jpg	302.5643615722656	307.54473876953125	415.4130859375	307.6003723144531	422.3338623046875	464.9807434082031	309.7361145019531	465.17047119140625
frame00040.jpg	302.56396484375	307.54412841796875	415.4128112792969	307.6005859375	422.3340148925781	464.9805908203125	309.7359924316406	465.17047119140625
frame00041.jpg	302.5640869140625	307.5447998046875	415.4119567871094	307.6016540527344	422.334228515625	464.98077392578125	309.73577880859375	465.1705322265625
frame00042.jpg	302.56256103515625	307.5446472167969	415.41351318359375	307.6006774902344	422.3322448730469	464.979248046875	309.7354736328125	465.1682434082031
frame00043.jpg	302.5625915527344	307.5440979003906	415.41326904296875	307.6004943847656	422.3317565917969	464.97918701171875	309.7359313964844	465.1684875488281
frame00044.jpg	302.5627746582031	307.5444030761719	415.41351318359375	307.6002502441406	422.3315734863281	464.9790344238281	309.7363586425781	465.1677551269531
frame00045.jpg	302.5616760253906	307.5432434082031	415.413330078125	307.60009765625	422.33148193359375	464.9780578613281	309.7366943359375	465.1690673828125
frame00046.jpg	302.56182861328125	307.5437316894531	415.41265869140625	307.6006164550781	422.3298645019531	464.97711181640625	309.7357177734375	465.168701171875
frame00047.jpg	302.5615539550781	307.54339599609375	415.4127197265625	307.6004638671875	422.33056640625	464.9769592285156	309.736572265625	465.16888427734375
frame00048.jpg	302.561279296875	307.5433044433594	415.4124755859375	307.6007995605469	422.3296203613281	464.9762878417969	309.7358093261719	465.1689758300781
frame00049.jpg	302.5612487792969	307.5428466796875	415.4119567871094	307.6001892089844	422.32861328125	464.9768371582031	309.7359313964844	465.16937255859375
frame00050.jpg	302.5599365234375	307.5426330566406	415.4123229980469	307.60076904296875	422.328369140625	464.9749450683594	309.736083984375	465.1687927246094
frame00051.jpg	302.56121826171875	307.54345703125	415.41241455078125	307.6005554199219	422.3291931152344	464.9755859375	309.73675537109375	465.1683654785156
frame00052.jpg	302.5614318847656	307.5439758300781	415.4125671386719	307.6004638671875	422.3292236328125	464.9755859375	309.7369384765625	465.1676330566406
frame00053.jpg	302.5612487792969	307.5430908203125	415.4127502441406	307.60009765625	422.3296203613281	464.9755554199219	309.7372741699219	465.168212890625
frame00054.jpg	302.5603942871094	307.54193115234375	415.4122314453125	307.5999755859375	422.328125	464.9754638671875	309.7366027832031	465.168212890625
frame00055.jpg	302.55938720703125	307.5408020019531	415.4122314453125	307.60076904296875	422.32781982421875	464.9742126464844	309.7362365722656	465.168701171875
frame00056.jpg	302.5614929199219	307.54345703125	415.4103698730469	307.5997314453125	422.32708740234375	464.9713134765625	309.73602294921875	465.170654296875
frame00057.jpg	302.56146240234375	307.542236328125	415.4129943847656	307.59954833984375	422.3299865722656	464.97674560546875	309.7369079589844	465.16864013671875
frame00058.jpg	302.56048583984375	307.54022216796875	415.4150390625	307.6000671386719	422.3293762207031	464.9758605957031	309.73553466796875	465.16937255859375
frame00059.jpg	302.5611877441406	307.5399169921875	415.4151306152344	307.60137939453125	422.3288879394531	464.97430419921875	309.7351989746094	465.170166015625
